ulpin,compensation_gap_index,compensation_gap_band,compensation_gap_reason,litigation_propensity_score,litigation_propensity_band,litigation_propensity_reason,heir_claim_count,undocumented_claims,contested_claims,share_total_pct,succession_risk_band,succession_reason
23-004-013-037075,18.3,Low,Compensation is close to the circle-rate benchmark and largely disbursed,65.32,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-013-849153,44.28,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,16.23,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-017-758244,36.1,Medium,Only 38% of the sanctioned award has actually been disbursed,5.38,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-018-841296,56.19,Medium,Compensation sanctioned is 39% below the circle-rate benchmark,26.09,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-019-012227,39.38,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,24.08,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-019-847768,39.49,Medium,Only 37% of the sanctioned award has actually been disbursed,46.35,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-020-557776,38.98,Medium,Only 20% of the sanctioned award has actually been disbursed,41.25,Medium,Dispute at Filed with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-004-021-604729,42.12,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,24.38,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-002-431793,58.92,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,23.46,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-005-294751,50.7,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,42.82,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-005-952491,22.53,Low,Only 37% of the sanctioned award has actually been disbursed,13.56,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-008-480112,15.23,Low,Compensation is close to the circle-rate benchmark and largely disbursed,27.67,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-010-263519,52.8,Medium,Only 3% of the sanctioned award has actually been disbursed,72.81,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-010-298309,55.61,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,43.82,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,4,0,1,100.0,High,Competing heirship claims over the same parcel
23-016-010-430888,84.88,High,Compensation sanctioned is 52% below the circle-rate benchmark,48.98,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-011-215124,51.38,Medium,Compensation sanctioned is 35% below the circle-rate benchmark,28.55,Low,Title is partial over fragmented holdings — objection risk at award,1,0,0,100.0,Low,All heirship claims documented
23-016-018-510973,60.46,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,7.34,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-019-487040,68.62,High,Compensation sanctioned is 37% below the circle-rate benchmark,21.59,Low,Dispute at Filed with 1 matter(s) on file,3,1,2,100.0,High,Competing heirship claims over the same parcel
23-016-020-768275,15.7,Low,Compensation is close to the circle-rate benchmark and largely disbursed,7.86,Low,"Clear title, no live litigation on record",1,0,1,100.0,High,Competing heirship claims over the same parcel
23-016-021-062988,43.1,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,9.93,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-021-366099,20.39,Low,Compensation is close to the circle-rate benchmark and largely disbursed,2.8,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-021-561047,44.03,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,7.81,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-022-297348,64.4,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,27.15,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-022-614297,33.14,Medium,Only 37% of the sanctioned award has actually been disbursed,40.0,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-022-952940,63.66,Medium,Compensation sanctioned is 48% below the circle-rate benchmark,29.18,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-016-023-315833,47.65,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,17.72,Low,"Clear title, no live litigation on record",1,0,0,85.7,Low,All heirship claims documented
23-016-024-215387,37.36,Medium,Only 44% of the sanctioned award has actually been disbursed,15.62,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-003-517002,58.79,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,28.25,Low,Dispute at Filed with 1 matter(s) on file,3,0,0,100.0,Medium,3 heirs on one parcel — consent risk at award
23-028-003-529604,71.15,High,Compensation sanctioned is 52% below the circle-rate benchmark,42.76,Medium,Dispute at Filed with 3 matter(s) on file,4,1,0,99.3,Medium,1 heir claim(s) without documentary proof — mutation not established
23-028-003-670909,62.5,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,35.58,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-004-042521,49.71,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,28.59,Low,Dispute at Under Hearing with 1 matter(s) on file,2,1,0,90.7,Medium,1 heir claim(s) without documentary proof — mutation not established
23-028-004-804705,39.13,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,25.08,Low,Title is partial over fragmented holdings — objection risk at award,3,2,1,100.0,High,Competing heirship claims over the same parcel
23-028-005-493813,54.0,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,55.08,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-006-428938,17.2,Low,Compensation is close to the circle-rate benchmark and largely disbursed,44.37,Medium,Dispute at Filed with 4 matter(s) on file,2,1,1,100.0,High,Competing heirship claims over the same parcel
23-028-006-699935,32.92,Low,Only 17% of the sanctioned award has actually been disbursed,58.54,Medium,Dispute at Under Hearing with 4 matter(s) on file,2,1,1,100.0,High,Competing heirship claims over the same parcel
23-028-009-350448,20.45,Low,Compensation is close to the circle-rate benchmark and largely disbursed,39.54,Medium,Title is partial over fragmented holdings — objection risk at award,3,1,1,100.0,High,Competing heirship claims over the same parcel
23-028-009-366887,16.52,Low,Compensation is close to the circle-rate benchmark and largely disbursed,48.83,Medium,Dispute at Under Hearing with 1 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
23-028-009-648235,42.06,Medium,Compensation sanctioned is 26% below the circle-rate benchmark,56.83,Medium,Dispute at Filed with 3 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
23-028-011-237736,46.93,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,34.27,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-013-717386,38.33,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,27.93,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-014-466935,41.18,Medium,Only 24% of the sanctioned award has actually been disbursed,10.69,Low,"Clear title, no live litigation on record",1,0,0,63.6,Low,All heirship claims documented
23-028-014-694966,37.29,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,57.92,Medium,Dispute at Under Hearing with 3 matter(s) on file,4,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
23-028-015-262626,47.38,Medium,Compensation sanctioned is 34% below the circle-rate benchmark,5.37,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-017-616704,71.73,High,Compensation sanctioned is 65% below the circle-rate benchmark,54.61,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-018-084890,55.88,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,29.43,Low,Dispute at Under Hearing with 1 matter(s) on file,2,0,0,100.0,Low,All heirship claims documented
23-028-018-298105,36.99,Medium,Only 47% of the sanctioned award has actually been disbursed,39.24,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-018-479015,32.33,Low,Compensation is close to the circle-rate benchmark and largely disbursed,7.26,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-018-538523,37.45,Medium,Only 49% of the sanctioned award has actually been disbursed,57.19,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-018-777122,36.88,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,5.88,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-021-103247,26.36,Low,Compensation is close to the circle-rate benchmark and largely disbursed,44.44,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-021-863404,45.23,Medium,Only 34% of the sanctioned award has actually been disbursed,49.49,Medium,Dispute at Filed with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-021-892002,42.64,Medium,Only 24% of the sanctioned award has actually been disbursed,41.15,Medium,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-022-544680,47.36,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,22.72,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-028-024-197282,28.92,Low,Compensation is close to the circle-rate benchmark and largely disbursed,43.62,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-033-002-472071,45.85,Medium,Only 14% of the sanctioned award has actually been disbursed,51.65,Medium,Dispute at Under Hearing with 3 matter(s) on file,3,1,1,98.8,High,Competing heirship claims over the same parcel
23-033-003-670128,75.47,High,Compensation sanctioned is 65% below the circle-rate benchmark,43.19,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-033-004-337896,70.9,High,Compensation sanctioned is 41% below the circle-rate benchmark,28.15,Low,Dispute at Filed with 2 matter(s) on file,2,1,0,86.6,Medium,1 heir claim(s) without documentary proof — mutation not established
23-033-005-677236,49.57,Medium,Only 38% of the sanctioned award has actually been disbursed,6.19,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-033-007-742467,30.87,Low,Compensation is close to the circle-rate benchmark and largely disbursed,35.05,Medium,Dispute at Filed with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
23-033-008-121651,45.94,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,34.28,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
